# In avg_ratio matrix we'll collect the surface layer/bulk volume average ratios
# for all the 120 bins of file VMind (old PVD).
# Four collections are available, corresponding to the four columns of avg_ratio defined below
# (the matrix is reshaped to 4:120 at the end).
# Column 1 : averaged on 109 carbon models (including H atoms when present);
# Column 2 : average on 109 carbon models (only C atoms considered) ;
# Column 3 : average on 109 carbon and 6 zeolite models (including H atoms in carbon models);
# Column 4 : average on 109 carbon and 6 zeolite models (only C atoms considered in carbon models)

 0.00000000, 0.00000000, 0.0000, 0.0000
 0.00000000, 0.00000000, 0.0000, 0.0000
 0.00000000, 0.00000000, 0.0000, 0.0000
 0.00000000, 0.00000000, 0.0000, 0.0000
 0.00000000, 0.00000000, 0.0000, 0.0000
 0.00000000, 0.00000000, 0.0000, 0.0000
 0.00000000, 0.00000000, 0.0000, 0.0000
 0.00000000, 0.00000000, 0.0000, 0.0000
 0.00000000, 0.00000000, 0.0000, 0.0000
 0.00000000, 0.00000000, 0.0000, 0.0000
 0.00000000, 0.00000000, 0.0000, 0.0000
 0.00000000, 0.00000000, 0.0000, 0.0000
 0.00000000, 0.00000000, 0.0000, 0.0000
 0.00000000, 0.00000000, 0.0000, 0.0000
 0.00000000, 0.00000000, 0.0000, 0.0000
 0.00000000, 0.00000000, 0.0000, 0.0000
 0.00000000, 0.00000000, 0.0000, 0.0000
 0.00000000, 0.00000000, 0.0000, 0.0000
 0.00000000, 0.00000000, 0.0000, 0.0000
 0.00000000, 0.00000000, 0.0000, 0.0000
 0.00000000, 0.00000000, 0.0000, 0.0000
 0.00000000, 0.00000000, 0.0000, 0.0000
